pageid,name,city
8112368,Irving Crane,"Livonia, New York"
45455843,James L. Emery,"Livonia, New York"
37429121,Jackson Hadley,"Livonia, New York"
11592424,Jerediah Horsford,"Livonia, New York"
10571605,Aleksey Korol,"Livonia, New York"
11586440,Henry Snapp,"Livonia, New York"
14719270,Robert Adley (Louisiana politician),"Benton, Louisiana"
23679671,Robert E. Barton,"Benton, Louisiana"
24160132,Sherry Boucher,"Benton, Louisiana"
47089754,Dewey E. Burchett Jr.,"Benton, Louisiana"
44844613,James L. Cathey Jr.,"Benton, Louisiana"
41839285,Larry Deen,"Benton, Louisiana"
46274605,Mike Johnson (Louisiana politician),"Benton, Louisiana"
5817611,Harold Montgomery,"Benton, Louisiana"
23679112,Ford E. Stinson,"Benton, Louisiana"
42582980,Ford E. Stinson Jr.,"Benton, Louisiana"
35830779,Jeff R. Thompson,"Benton, Louisiana"
4417627,Joe Waggonner,"Benton, Louisiana"
23567962,V. V. Whittington,"Benton, Louisiana"
34778817,Ebenezer N. Briggs,"Brandon, Vermont"
35219402,Charles Henry Brown (Vermont),"Brandon, Vermont"
47653071,John S. Buttles,"Brandon, Vermont"
2555981,Thomas Jefferson Conant,"Brandon, Vermont"
22418929,Stephen A. Douglas,"Brandon, Vermont"
50143730,Henry F. Field,"Brandon, Vermont"
48328581,John L. Fuller,"Brandon, Vermont"
40113599,Samuel Warren Hamilton,"Brandon, Vermont"
38709826,Parsons King Johnson,"Brandon, Vermont"
47795399,Robert Pratt (mayor),"Brandon, Vermont"
11592568,John G. Sawyer,"Brandon, Vermont"
50238537,Walter F. Scott,"Brandon, Vermont"
37531748,Loren B. Sessions,"Brandon, Vermont"
11594541,Walter L. Sessions,"Brandon, Vermont"
12224911,Shearjashub Spooner,"Brandon, Vermont"
4808059,George Dexter Whitcomb,"Brandon, Vermont"
11547964,Ed Beatty,"Tiptonville, Tennessee"
3496730,Clifton B. Cates,"Tiptonville, Tennessee"
98513,Carl Perkins,"Tiptonville, Tennessee"
8980668,Jerry Reese,"Tiptonville, Tennessee"
55863895,David Enoch Beem,"Spencer, Indiana"
35001753,John H. Cassady,"Spencer, Indiana"
7090194,Horace Meek Hickam,"Spencer, Indiana"
4899575,Edwin S. Johnson,"Spencer, Indiana"
837713,William Vaughn Moody,"Spencer, Indiana"
3071838,Henry M. Mullinnix,"Spencer, Indiana"
47710937,"List of people from Spencer, Indiana","Spencer, Indiana"
2113994,William S. Sadler,"Spencer, Indiana"
14518733,E. M. Viquesney,"Spencer, Indiana"
28585305,Stuart E. Barstad,"Colfax, Wisconsin"
43526603,Selmer W. Gunderson,"Colfax, Wisconsin"
50929879,Ole G. Kinney,"Colfax, Wisconsin"
30956839,Tom Larson (politician),"Colfax, Wisconsin"
40915353,Francis L. Peterson,"Colfax, Wisconsin"
14148411,Augustus F. Allen,"Wardsboro, Vermont"
45538118,Clarke C. Fitts,"Wardsboro, Vermont"
11590193,Abner Hazeltine,"Wardsboro, Vermont"
35938877,Marshall Otis Howe,"Wardsboro, Vermont"
18554129,Miles Justice Knowlton,"Wardsboro, Vermont"
25726773,Amy Correia,"Lakeville, Massachusetts"
25470289,James Edgar (entrepreneur),"Lakeville, Massachusetts"
31353727,A. Hamilton Gibbs,"Lakeville, Massachusetts"
34637172,Cy Morgan (1920s pitcher),"Lakeville, Massachusetts"
38700691,Keiko Orrall,"Lakeville, Massachusetts"
16559913,J. Merrill Blanchard,"Winterport, Maine"
1871527,Mike Bordick,"Winterport, Maine"
43117392,Joseph E. Brooks,"Winterport, Maine"
41162795,Albert E. Fernald,"Winterport, Maine"
15706574,William G. Fournier,"Winterport, Maine"
14462906,Jack L. Gray,"Winterport, Maine"
13043276,James Otis Kaler,"Winterport, Maine"
755616,Frederick Low,"Winterport, Maine"
34467448,Calvin Ryder,"Winterport, Maine"
33480132,Michael Thibodeau,"Winterport, Maine"
23684289,Daniel White (general),"Winterport, Maine"
25235105,Joseph T. Copeland,"New Portland, Maine"
32436517,Peter Percival Elder,"New Portland, Maine"
14404485,Geoffrey Shovelton,"New Portland, Maine"
948088,Abram Williams,"New Portland, Maine"
31533772,Kathy Afzali,"Middletown, Maryland"
26432327,Scott Devours,"Middletown, Maryland"
37438092,Jason Freeny,"Middletown, Maryland"
2654803,Charlie Keller,"Middletown, Maryland"
4616575,Hal Keller,"Middletown, Maryland"
57264421,Rick Leonard,"Middletown, Maryland"
46574853,Bud Otis,"Middletown, Maryland"
53311423,John P. Richmond,"Middletown, Maryland"
2830320,Daniel N. Robinson,"Middletown, Maryland"
6003367,Louise Virginia Snodgrass,"Middletown, Maryland"
1408369,Roger N. Stembel,"Middletown, Maryland"
14057075,Amber Theoharis,"Middletown, Maryland"
25167056,John T. White,"Middletown, Maryland"
15209530,Kevin Anderson (tennis),"Gulf Stream, Florida"
30960293,Drew Baur,"Gulf Stream, Florida"
317533,Robert Craft,"Gulf Stream, Florida"
39460649,Myles Martel,"Gulf Stream, Florida"
47744433,Christopher O'Hare,"Gulf Stream, Florida"
44375855,Anthony Pugliese,"Gulf Stream, Florida"
38043400,Eliza Osgood Vanderbilt Webb,"Gulf Stream, Florida"
3024182,George W. Walker,"Gulf Stream, Florida"
313260,John Eaton (politician),"Scotland Neck, North Carolina"
451523,John D. Hall,"Scotland Neck, North Carolina"
2694340,Claude Kitchin,"Scotland Neck, North Carolina"
6261348,Alice McGill,"Scotland Neck, North Carolina"
9894471,J'Vonne Parker,"Scotland Neck, North Carolina"
9150890,Tom Umphlett,"Scotland Neck, North Carolina"
24355280,Henry D. Barron,"Wilton, New York"
30106250,Edgar T. Brackett,"Wilton, New York"
16445023,Roy J. McDonald,"Wilton, New York"
4942809,Seneca Ray Stoddard,"Wilton, New York"
24522981,Elizabeth Chamberlain Gibson,"Moira, New York"
3102658,Otis Gibson,"Moira, New York"
9617925,Siegfried Landau,"Moira, New York"
11593994,Sidney Lawrence,"Moira, New York"
29212172,Herbert Abrams,"Warren, Connecticut"
26991889,Lorenzo Carter,"Warren, Connecticut"
49785961,George Watson Cole,"Warren, Connecticut"
16519739,Judith Eisler,"Warren, Connecticut"
241758,Charles Grandison Finney,"Warren, Connecticut"
23414696,Morton Gottlieb,"Warren, Connecticut"
18647402,Cleve Gray,"Warren, Connecticut"
48670503,Myron Newton Morris,"Warren, Connecticut"
47536489,Ephraim Sturtevant,"Warren, Connecticut"
48658021,Julian Monson Sturtevant,"Warren, Connecticut"
26280076,Michael Bastian,"Lyons, New York"
26145443,Henry Arthur Benning,"Lyons, New York"
1635436,Jim Boeheim,"Lyons, New York"
2062349,Willard H. Brownson,"Lyons, New York"
11608539,John H. Camp,"Lyons, New York"
11591461,Graham H. Chapin,"Lyons, New York"
1554091,Ann Collins,"Lyons, New York"
18435293,Philip Dorsheimer,"Lyons, New York"
6754010,William Dorsheimer,"Lyons, New York"
10780703,Babe Doty,"Lyons, New York"
29026870,William C. Duncan,"Lyons, New York"
11590757,Charles T. Dunwell,"Lyons, New York"
41698974,Birgitta Moran Farmer,"Lyons, New York"
3354632,Bradley A. Fiske,"Lyons, New York"
39483036,John Wesley Fitzgerald,"Lyons, New York"
4261188,Mel Hall,"Lyons, New York"
1773942,Arthur T. Hannett,"Lyons, New York"
1028805,Bob Hartman,"Lyons, New York"
11592694,John M. Holley,"Lyons, New York"
6606562,Vashti McCollum,"Lyons, New York"
12612197,Chester Thomas O'Brien,"Lyons, New York"
7994908,William Patterson (New York),"Lyons, New York"
18827963,Van Rensselaer Richmond,"Lyons, New York"
34887015,Lyman Sherwood,"Lyons, New York"
35521345,William Hall Sherwood,"Lyons, New York"
18612578,George K. Shuler,"Lyons, New York"
35752899,Caroline Soule,"Lyons, New York"
5341134,Ambrose Spencer,"Lyons, New York"
42785753,Mildred F. Taylor,"Lyons, New York"
917915,Myron Charles Taylor,"Lyons, New York"
6256229,Mary Ashley Townsend,"Lyons, New York"
36561444,Elias White,"Lyons, New York"
40033807,Delavan Bates,"Richmondville, New York"
43931982,George M. Palmer,"Richmondville, New York"
20125380,James R. Tanner,"Richmondville, New York"
11608579,Thomas J. Van Alstyne,"Richmondville, New York"
17173546,Bob Dunn (musician),"Braggs, Oklahoma"
25937263,Kevin King (baseball),"Braggs, Oklahoma"
40502493,Nancy Raven,"Braggs, Oklahoma"
40437634,Archie Sam,"Braggs, Oklahoma"
40437717,Watt Sam,"Braggs, Oklahoma"
22770421,Joseph Wicks,"Braggs, Oklahoma"
56055737,Cheryl Abplanalp,"Bryn Mawr, Pennsylvania"
21107289,Renee Amoore,"Bryn Mawr, Pennsylvania"
17213677,Jane Barkman,"Bryn Mawr, Pennsylvania"
1437635,John Batchelor,"Bryn Mawr, Pennsylvania"
1512170,Robert Bauman,"Bryn Mawr, Pennsylvania"
5661316,Julius W. Becton Jr.,"Bryn Mawr, Pennsylvania"
3055332,Livingston L. Biddle Jr.,"Bryn Mawr, Pennsylvania"
578284,James H. Billington,"Bryn Mawr, Pennsylvania"
18295668,Avis Bohlen,"Bryn Mawr, Pennsylvania"
757268,Derek Bok,"Bryn Mawr, Pennsylvania"
176237,Neal Boortz,"Bryn Mawr, Pennsylvania"
37898958,Callahan Bright,"Bryn Mawr, Pennsylvania"
29750542,Joe Burns (infielder),"Bryn Mawr, Pennsylvania"
8541348,Joe Caccia,"Bryn Mawr, Pennsylvania"
23447098,Margaret Chew Barringer,"Bryn Mawr, Pennsylvania"
38620539,Jake Cohen,"Bryn Mawr, Pennsylvania"
6188403,John R. Crawford,"Bryn Mawr, Pennsylvania"
8157118,Fran Crippen,"Bryn Mawr, Pennsylvania"
22767630,Teresa Crippen,"Bryn Mawr, Pennsylvania"
12931420,Jimmy Croll,"Bryn Mawr, Pennsylvania"
4039200,Alice Elliott Dark,"Bryn Mawr, Pennsylvania"
3798345,Kat Dennings,"Bryn Mawr, Pennsylvania"
14767885,Mark DiFelice,"Bryn Mawr, Pennsylvania"
38423214,Tony DiMidio,"Bryn Mawr, Pennsylvania"
31661392,Susan Doerr,"Bryn Mawr, Pennsylvania"
4178457,John Eaton (composer),"Bryn Mawr, Pennsylvania"
10664228,Adelaide C. Eckardt,"Bryn Mawr, Pennsylvania"
8775715,Christopher Fitzgerald (actor),"Bryn Mawr, Pennsylvania"
7713459,Markus Flanagan,"Bryn Mawr, Pennsylvania"
19832843,Emmet French,"Bryn Mawr, Pennsylvania"
58266753,Dirk Gidney,"Bryn Mawr, Pennsylvania"
32242835,Paul Gilliford,"Bryn Mawr, Pennsylvania"
19944436,Erika Hansen,"Bryn Mawr, Pennsylvania"
57593352,Dana Harrison,"Bryn Mawr, Pennsylvania"
13725675,Jack Hayden (baseball),"Bryn Mawr, Pennsylvania"
28213742,Stephen C. Headley,"Bryn Mawr, Pennsylvania"
53728761,Kathryn Hess,"Bryn Mawr, Pennsylvania"
11515546,Keith Hughes (baseball),"Bryn Mawr, Pennsylvania"
49407652,Peter Johnson (sports executive),"Bryn Mawr, Pennsylvania"
4168703,Kathy Jordan,"Bryn Mawr, Pennsylvania"
29056766,Jon Kane,"Bryn Mawr, Pennsylvania"
44500545,Warren Powers Laird,"Bryn Mawr, Pennsylvania"
31168740,Edward Barnes Leisenring Jr.,"Bryn Mawr, Pennsylvania"
890444,Douglas MacArthur II,"Bryn Mawr, Pennsylvania"
409842,Jayne Mansfield,"Bryn Mawr, Pennsylvania"
13112611,Jayne Marie Mansfield,"Bryn Mawr, Pennsylvania"
21576208,Walter A. McDougall,"Bryn Mawr, Pennsylvania"
16321731,John McGlinn,"Bryn Mawr, Pennsylvania"
46665635,John S. Middleton,"Bryn Mawr, Pennsylvania"
14121888,John Miller (Virginia politician),"Bryn Mawr, Pennsylvania"
25831361,William Minicozzi II,"Bryn Mawr, Pennsylvania"
47786571,Sue Minter,"Bryn Mawr, Pennsylvania"
192006,Christopher Morley,"Bryn Mawr, Pennsylvania"
34072823,Brewster Morris,"Bryn Mawr, Pennsylvania"
47994164,Rich Mostardi,"Bryn Mawr, Pennsylvania"
32650637,Vanessa Noel,"Bryn Mawr, Pennsylvania"
31502358,Michael A. O'Donnell,"Bryn Mawr, Pennsylvania"
8628144,E. Converse Peirce 2nd,"Bryn Mawr, Pennsylvania"
36102944,Alex Ross Perry,"Bryn Mawr, Pennsylvania"
6245837,Kenneth Radnofsky,"Bryn Mawr, Pennsylvania"
2933556,Happy Rockefeller,"Bryn Mawr, Pennsylvania"
21248216,Blake Rosenthal,"Bryn Mawr, Pennsylvania"
36171254,George Schmitt,"Bryn Mawr, Pennsylvania"
29165459,Nancy Schwartzman,"Bryn Mawr, Pennsylvania"
50996142,Kenneth L Shepard,"Bryn Mawr, Pennsylvania"
3394022,Jay Sigel,"Bryn Mawr, Pennsylvania"
6770259,John Spagnola,"Bryn Mawr, Pennsylvania"
2842784,Richard Swett,"Bryn Mawr, Pennsylvania"
41392617,Mary Hamilton Swindler,"Bryn Mawr, Pennsylvania"
25956325,Karen Thatcher,"Bryn Mawr, Pennsylvania"
14088094,Ronne Troup,"Bryn Mawr, Pennsylvania"
2840832,Emlen Tunnell,"Bryn Mawr, Pennsylvania"
29584824,John Tuttle,"Bryn Mawr, Pennsylvania"
20771923,Ken Wright (auto racing mechanic),"Bryn Mawr, Pennsylvania"
1016773,Janny Wurts,"Bryn Mawr, Pennsylvania"
30120836,Frank Estes Cole,"Ball, Louisiana"
32224388,Helen Derr,"Ball, Louisiana"
22561798,Chris Hazel,"Ball, Louisiana"
43583100,Roy Hebron,"Ball, Louisiana"
19349577,Bruce Bickford (athlete),"Benton, Maine"
12555916,Brian L. Buker,"Benton, Maine"
46452182,Scott Cyrway,"Benton, Maine"
16984758,Albert W. Grant,"Benton, Maine"
12689776,Asher Hinds,"Benton, Maine"
35668987,Thomas Martin (Maine politician),"Benton, Maine"
25342321,Thomas G. Carpenter,"Blowing Rock, North Carolina"
51621082,Sarah Crouch,"Blowing Rock, North Carolina"
54782143,Gilbert L. Deavers,"Blowing Rock, North Carolina"
16092,Jan Karon,"Blowing Rock, North Carolina"
44271213,Tyler Pennel,"Blowing Rock, North Carolina"
38445460,Christopher Seitz,"Blowing Rock, North Carolina"
2825380,George Snyder (politician),"Blowing Rock, North Carolina"
8203730,Cullie Tarleton,"Blowing Rock, North Carolina"
46695626,Harry Foster Welch,"Blowing Rock, North Carolina"
21751168,Daniel Winkler,"Blowing Rock, North Carolina"
37395970,Charles H. Bartlett,"Sunapee, New Hampshire"
2913908,John H. Bartlett,"Sunapee, New Hampshire"
35676746,Joseph Messer Clough,"Sunapee, New Hampshire"
19322221,Cyrinda Foxe,"Sunapee, New Hampshire"
59109311,Linda Tanner (politician),"Sunapee, New Hampshire"
420438,Steven Tyler,"Sunapee, New Hampshire"
8713403,Billy B. Van,"Sunapee, New Hampshire"
6394066,Turner Battle,"Kernersville, North Carolina"
25832656,Larry R. Brown,"Kernersville, North Carolina"
49215969,Drew Fulk,"Kernersville, North Carolina"
28701512,DeLana Harvick,"Kernersville, North Carolina"
4702179,Elizabeth Kerner,"Kernersville, North Carolina"
43745229,Chris Lane,"Kernersville, North Carolina"
29692506,Danny O'Brien (gridiron football),"Kernersville, North Carolina"
36362976,Pat Preston,"Kernersville, North Carolina"
13269076,Kemp Wicker,"Kernersville, North Carolina"
6592251,Horace Abbott,"Sudbury, Massachusetts"
905614,Tim Anderson (programmer),"Sudbury, Massachusetts"
36514680,George Hunt Barton,"Sudbury, Massachusetts"
24319628,Dan Chiasson,"Sudbury, Massachusetts"
34035159,Linda Chorney,"Sudbury, Massachusetts"
46325875,Thomas Drury (1668),"Sudbury, Massachusetts"
1535704,Chris Evans (actor),"Sudbury, Massachusetts"
23157833,Scott Evans (actor),"Sudbury, Massachusetts"
44509138,Carmine Gentile,"Sudbury, Massachusetts"
55593579,Charles F. Gerry,"Sudbury, Massachusetts"
20067181,Stephen Huneck,"Sudbury, Massachusetts"
36368747,Benoni Moore,"Sudbury, Massachusetts"
3656136,Clifford Herschel Moore,"Sudbury, Massachusetts"
1053913,Samuel Parris,"Sudbury, Massachusetts"
924760,Paula Poundstone,"Sudbury, Massachusetts"
43247846,Adam Ravenelle,"Sudbury, Massachusetts"
11224172,Edmund Rice (colonist),"Sudbury, Massachusetts"
35666396,Thomas Rice (1654),"Sudbury, Massachusetts"
12024378,Ashley Richardson,"Sudbury, Massachusetts"
13360833,Jarrod Shoemaker,"Sudbury, Massachusetts"
21538197,Joe Sims (American football),"Sudbury, Massachusetts"
6010488,Callie Thorne,"Sudbury, Massachusetts"
38986936,Philip N. Carney,"Nahant, Massachusetts"
30598281,Edgar Chandler (minister),"Nahant, Massachusetts"
10421480,John Cyrus Cort,"Nahant, Massachusetts"
153062,Henry Cabot Lodge Jr.,"Nahant, Massachusetts"
33833520,Jason Mantzoukas,"Nahant, Massachusetts"
5356330,Glenn Sherlock,"Nahant, Massachusetts"
15259592,Charles Ackerly,"Cuba, New York"
34945266,Calvin T. Chamberlain,"Cuba, New York"
9179891,Huck Geary,"Cuba, New York"
34302970,"John Griffin (Allegany County, New York)","Cuba, New York"
2010492,Charles Ingalls,"Cuba, New York"
11902167,Charles Henry Morgan,"Cuba, New York"
24046148,James Pond (Medal of Honor),"Cuba, New York"
7601095,George Adams Post,"Cuba, New York"
11155949,Cora L. V. Scott,"Cuba, New York"
40679113,Parton Swift,"Cuba, New York"
7753316,Edward B. Vreeland,"Cuba, New York"
37189018,Norman M. Allen,"Perrysburg, New York"
41134626,Herbert E. Farnsworth,"Perrysburg, New York"
37900280,Daniel Hooker,"Perrysburg, New York"
11595499,Warren B. Hooker,"Perrysburg, New York"
29290448,Martha McBride Knight,"Perrysburg, New York"
18619708,Freeman Nickerson,"Perrysburg, New York"
25123,Phil Ochs,"Perrysburg, New York"
30512307,Sonny Ochs,"Perrysburg, New York"
48120820,Burr Sprague,"Perrysburg, New York"
57185438,John A. Chapman,"Windsor Locks, Connecticut"
24126333,Walter S. Gorka,"Windsor Locks, Connecticut"
535371,Ella Grasso,"Windsor Locks, Connecticut"
13908244,William H. Maher,"Windsor Locks, Connecticut"
22444236,John Mahlon Marlin,"Windsor Locks, Connecticut"
44399590,Rick McDaniel,"Windsor Locks, Connecticut"
633490,Kathryn Morris,"Windsor Locks, Connecticut"
26059298,Bill Whitten,"Windsor Locks, Connecticut"
24217539,Kim Zolciak-Biermann,"Windsor Locks, Connecticut"
1472615,Erik Barnouw,"Fair Haven, Vermont"
43675299,George Cadwell,"Fair Haven, Vermont"
34283819,William C. Kittredge,"Fair Haven, Vermont"
10662390,Chittenden Lyon,"Fair Haven, Vermont"
6191620,John A. Mead,"Fair Haven, Vermont"
6102835,Benjamin Williams (Vermont),"Fair Haven, Vermont"
390047,Henry Flagler,"Hopewell, New York"
38080414,Daniel M. Harkness,"Hopewell, New York"
4870531,Daniel Myron LeFever,"Hopewell, New York"
31701594,Edyth Walker,"Hopewell, New York"
6085489,George Weston Anderson,"Acworth, New Hampshire"
30865228,Nedom L. Angier,"Acworth, New Hampshire"
4757800,Thomas J. Cram,"Acworth, New Hampshire"
24497085,Adrian Dubois,"Acworth, New Hampshire"
33666696,Perley Keyes,"Acworth, New Hampshire"
30722110,Hiram Wilson,"Acworth, New Hampshire"
9209185,Joseph G. Wilson,"Acworth, New Hampshire"
6658358,Urban A. Woodbury,"Acworth, New Hampshire"
11542326,Benning M. Bean,"Moultonborough, New Hampshire"
35622322,R.C. Hammond,"Moultonborough, New Hampshire"
4467200,Richard M. Langworth,"Moultonborough, New Hampshire"
31498734,Wolfgang Moser,"Moultonborough, New Hampshire"
5872688,Thomas Gustave Plant,"Moultonborough, New Hampshire"
47639990,John M. True,"Moultonborough, New Hampshire"
40282434,Frederick Bee,"Clinton, Oneida County, New York"
3521658,William McLaren Bristol,"Clinton, Oneida County, New York"
3288619,Robert E. Brown,"Clinton, Oneida County, New York"
12495,Grover Cleveland,"Clinton, Oneida County, New York"
31933370,Flick Colby,"Clinton, Oneida County, New York"
13708341,Thomas Treadwell Davis,"Clinton, Oneida County, New York"
44920877,Albert W. Fuller,"Clinton, Oneida County, New York"
2847660,Ulysses S. Grant III,"Clinton, Oneida County, New York"
8248571,Levi T. Griffin,"Clinton, Oneida County, New York"
11591298,George Hastings (American politician),"Clinton, Oneida County, New York"
42647161,Louis M. Martin,"Clinton, Oneida County, New York"
3521687,John Ripley Myers,"Clinton, Oneida County, New York"
28067576,William C. Palmer,"Clinton, Oneida County, New York"
51301890,Electa Quinney,"Clinton, Oneida County, New York"
23974686,Marcius D. Raymond,"Clinton, Oneida County, New York"
287468,Elihu Root,"Clinton, Oneida County, New York"
53959846,Eli Parsons Royce,"Clinton, Oneida County, New York"
43552334,Paul Schilling,"Clinton, Oneida County, New York"
33576907,Charles Phelps Smyth,"Clinton, Oneida County, New York"
1225199,Henry DeWolf Smyth,"Clinton, Oneida County, New York"
34825694,De Wayne Stebbins,"Clinton, Oneida County, New York"
30443421,Claudia Tenney,"Clinton, Oneida County, New York"
7386491,DeWitt Webb,"Clinton, Oneida County, New York"
11591192,Francis H. Wilson,"Clinton, Oneida County, New York"
13208324,George E. Albee,"Lisbon, New Hampshire"
838497,Solon Irving Bailey,"Lisbon, New Hampshire"
11755259,Robert Burns (representative),"Lisbon, New Hampshire"
12835824,Cecil Copping,"Lisbon, New Hampshire"
32340641,Edgar G. Crossman,"Lisbon, New Hampshire"
50610502,Franklin Gilman,"Lisbon, New Hampshire"
11900195,Harry Burns Hutchins,"Lisbon, New Hampshire"
21827262,George Franklin Morris,"Lisbon, New Hampshire"
14028574,Darwin Richardson,"Lisbon, New Hampshire"
11578818,Lorenzo Sabine,"Lisbon, New Hampshire"
11579309,Raymond Bartlett Stevens,"Lisbon, New Hampshire"
673674,C. C. Young,"Lisbon, New Hampshire"
35904884,Frederick W. Baldwin (Vermont),"Lowell, Vermont"
36541698,Henry Roy Brahana,"Lowell, Vermont"
44722564,Donald Collins (Vermont politician),"Lowell, Vermont"
10844723,Martha Ripley,"Lowell, Vermont"
37440804,"Wallace ""Mad Bear"" Anderson","Lewiston, New York"
4008950,Jack Armstrong (basketball),"Lewiston, New York"
13295315,Mike Bell (first baseman),"Lewiston, New York"
30401441,John Ceretto,"Lewiston, New York"
21536188,Kyle Cerminara,"Lewiston, New York"
11590416,Bates Cooke,"Lewiston, New York"
45428560,John B. Daly (New York),"Lewiston, New York"
8298058,Noah Davis,"Lewiston, New York"
48226677,Frank A. Dudley,"Lewiston, New York"
6022375,Tim Easton,"Lewiston, New York"
44623751,Catherine Gildiner,"Lewiston, New York"
5400382,John Napoleon Brinton Hewitt,"Lewiston, New York"
38853081,Jacob Kassay,"Lewiston, New York"
25487129,Patti Lank,"Lewiston, New York"
48292550,"List of people from Lewiston, New York","Lewiston, New York"
16511385,Vince Molyneaux,"Lewiston, New York"
34290998,Earl Seick,"Lewiston, New York"
36474573,Horatio J. Stow,"Lewiston, New York"
23008520,Sheldon Thompson,"Lewiston, New York"
47535396,Barney E. Warren,"Lewiston, New York"
14309019,Evert Bancker (mayor),"Guilderland, New York"
1207548,Jon Busch,"Guilderland, New York"
4814874,Ze Frank,"Guilderland, New York"
12880720,Johnny Grabowski,"Guilderland, New York"
22315746,Victoria A. Graffeo,"Guilderland, New York"
32568251,Ray Jefferson,"Guilderland, New York"
36395549,George Y. Johnson,"Guilderland, New York"
33522747,Heather Lind,"Guilderland, New York"
20052076,Joseph E. Persico,"Guilderland, New York"
18718724,Henry Ramsay (civil engineer),"Guilderland, New York"
28738160,Warren Redlich,"Guilderland, New York"
496213,Henry Schoolcraft,"Guilderland, New York"
11592668,John L. Schoolcraft,"Guilderland, New York"
11594718,William D. Veeder,"Guilderland, New York"
24106812,Ken Weafer,"Guilderland, New York"
43512627,William P. Allen,"Sharon, Wisconsin"
47248308,Fayette P. Arnold,"Sharon, Wisconsin"
35457112,John W. Brownson,"Sharon, Wisconsin"
35517424,John W. Brownson (Wisconsin politician),"Sharon, Wisconsin"
37903202,Travis Frederick,"Sharon, Wisconsin"
3036075,Walter Samuel Goodland,"Sharon, Wisconsin"
49038623,Wilson R. Herron,"Sharon, Wisconsin"
46388127,Wallace Ingalls,"Sharon, Wisconsin"
47256411,John Jeffers (politician),"Sharon, Wisconsin"
27973167,Scott M. Ladd,"Sharon, Wisconsin"
20957382,George Perring,"Sharon, Wisconsin"
44010501,George Sykes (Wisconsin politician),"Sharon, Wisconsin"
44627635,Charles W. Woodford,"Sharon, Wisconsin"
11585575,Frank P. Woods,"Sharon, Wisconsin"
47055705,Riley S. Young,"Sharon, Wisconsin"
48742639,James Barry (Assemblyman),"Pepin, Wisconsin"
1995859,Mary Ingalls,"Pepin, Wisconsin"
51716575,Foil A. Miller,"Pepin, Wisconsin"
50076416,Nathaniel O. Murray,"Pepin, Wisconsin"
195722,Laura Ingalls Wilder,"Pepin, Wisconsin"
42380690,Karl K. Bechtold,"Kennebunkport, Maine"
54046497,Mildred Burrage,"Kennebunkport, Maine"
11955,George H. W. Bush,"Kennebunkport, Maine"
43824649,Wallace H. Clark Jr.,"Kennebunkport, Maine"
38498178,Orrin Frink,"Kennebunkport, Maine"
1457692,Dan Goodwin,"Kennebunkport, Maine"
47144121,Garnet Hathaway,"Kennebunkport, Maine"
11914594,Joshua Herrick,"Kennebunkport, Maine"
5600351,Dick McCabe (racing driver),"Kennebunkport, Maine"
22661252,Kent Kane Parrot,"Kennebunkport, Maine"
874029,George Clement Perkins,"Kennebunkport, Maine"
334096,Kenneth Roberts (author),"Kennebunkport, Maine"
5820255,Bentley Warren,"Kennebunkport, Maine"
4090315,Malcolm Goldstein,"Sheffield, Vermont"
50986367,Peter J. Hincks,"West Rutland, Vermont"
11630234,Harvey H. Johnson,"West Rutland, Vermont"
45023248,Clint de Ganon,"Hastings, New York"
7549728,Carl R. Fellers,"Hastings, New York"
47840661,Charles F. Haglin,"Hastings, New York"
5148188,Albert Benjamin Prescott,"Hastings, New York"
4841914,Daniel Decker,"Solvay, New York"
20288704,James Franklin Hyde,"Solvay, New York"
30090391,Richard Jay-Alexander,"Solvay, New York"
44866189,Edward M. Kinsella,"Solvay, New York"
43676113,Al Romano,"Solvay, New York"
28457509,Bert E. Salisbury,"Solvay, New York"
6585733,Alvan Wentworth Chapman,"Southampton, Massachusetts"
38523543,Silas Chapman,"Southampton, Massachusetts"
30152058,Lewis Strong Clarke,"Southampton, Massachusetts"
57790260,Nancy Conz,"Southampton, Massachusetts"
33290753,Mabel Desmond,"Southampton, Massachusetts"
2954135,Bela Bates Edwards,"Southampton, Massachusetts"
37142549,Genevieve Fox,"Southampton, Massachusetts"
2177752,Samuel C. Pomeroy,"Southampton, Massachusetts"
32499530,Peter Bent Brigham,"Bakersfield, Vermont"
11594263,Thomas Child Jr.,"Bakersfield, Vermont"
30614625,Ransom Dunn,"Bakersfield, Vermont"
11028981,Erasmus D. Shattuck,"Bakersfield, Vermont"
17083682,Charles M. Start,"Bakersfield, Vermont"
24769786,Henry R. Start,"Bakersfield, Vermont"
47286303,D. Manfield Stearns,"Bakersfield, Vermont"
46938641,Alayna Westcom,"Bakersfield, Vermont"
47653105,William C. Wilson (judge),"Bakersfield, Vermont"
22826111,Amzi L. Barber,"Rockingham, Vermont"
40201913,Horace Henry Baxter,"Rockingham, Vermont"
8895501,Jonathan Blanchard (abolitionist),"Rockingham, Vermont"
32004777,Warren Felt Evans,"Rockingham, Vermont"
48996098,Henry Dwight Holton,"Rockingham, Vermont"
40278306,Daniel Kellogg (judge),"Rockingham, Vermont"
13691486,Selim Peabody,"Rockingham, Vermont"
26977060,George O. Proctor,"Rockingham, Vermont"
13084839,Zera Pulsipher,"Rockingham, Vermont"
21831105,Henry Franklin Severens,"Rockingham, Vermont"
2898506,John Butler Smith,"Rockingham, Vermont"
