pageid,name,city
45387201,Scott Suber,"Calhoun City, Mississippi"
3871490,Cornelius Wortham,"Calhoun City, Mississippi"
11821822,Frederick G. Barry,"Woodbury, Tennessee"
15421308,Jack Earls,"Woodbury, Tennessee"
49023565,Frank K. Houston,"Woodbury, Tennessee"
5403726,William C. Houston,"Woodbury, Tennessee"
49418222,Rick Insell,"Woodbury, Tennessee"
31300379,John W. Preston,"Woodbury, Tennessee"
42103461,Matthew Winkler (minister),"Woodbury, Tennessee"
46664219,Clinton B. Ballard,"Grand Chute, Wisconsin"
48551433,Louis L. Jabas,"Grand Chute, Wisconsin"
48665076,August W. Laabs,"Grand Chute, Wisconsin"
16321,Joseph McCarthy,"Grand Chute, Wisconsin"
12157400,George J. Schneider,"Grand Chute, Wisconsin"
3720430,Rhoda Billings,"Wilkesboro, North Carolina"
10259900,William H. Bower,"Wilkesboro, North Carolina"
644431,Zach Galifianakis,"Wilkesboro, North Carolina"
12752977,Richard N. Hackett,"Wilkesboro, North Carolina"
9777100,Jim Hamby,"Wilkesboro, North Carolina"
1312167,Junior Johnson,"Wilkesboro, North Carolina"
451612,R. Tracy Walker,"Wilkesboro, North Carolina"
1301027,Ted Abernathy,"Dallas, North Carolina"
12075710,Alfred L. Bulwinkle,"Dallas, North Carolina"
2869622,William C. Friday,"Dallas, North Carolina"
451714,David W. Hoyle,"Dallas, North Carolina"
7762485,Duane Ross,"Dallas, North Carolina"
25865706,Lowell Bailey,"Siler City, North Carolina"
1002510,Frances Bavier,"Siler City, North Carolina"
15127888,George Edwards (American football),"Siler City, North Carolina"
7481240,Herman Husband,"Siler City, North Carolina"
41318207,Jack Johnson (coach),"Siler City, North Carolina"
12767169,Eddie Mason,"Siler City, North Carolina"
26664489,David Mote,"Siler City, North Carolina"
1643856,Charles Orville Whitley,"Siler City, North Carolina"
40860890,Shenna Bellows,"Manchester, Maine"
49400821,Laurie G. Lachance,"Manchester, Maine"
47779881,Frank Lamson-Scribner,"Manchester, Maine"
162279,Samantha Smith,"Manchester, Maine"
29265995,Walter Wheeler (politician),"Manchester, Maine"
35537001,"List of people from Hanover, New Hampshire","Hanover, New Hampshire"
34517337,Adrienne Alexander,"Hanover, New Hampshire"
19821520,Anthony Bannon,"Hanover, New Hampshire"
3264066,Al Barr,"Hanover, New Hampshire"
36750765,William Beardsley (politician),"Hanover, New Hampshire"
25226446,Jack Beatty,"Hanover, New Hampshire"
6365664,Barbara Bedford (swimmer),"Hanover, New Hampshire"
56642215,Tessa Benoit,"Hanover, New Hampshire"
7957902,Philip Booth (poet),"Hanover, New Hampshire"
2375187,Laura Bridgman,"Hanover, New Hampshire"
46660874,Alice Van Vechten Brown,"Hanover, New Hampshire"
21094286,Russell Wolf Brown,"Hanover, New Hampshire"
5050,Bill Bryson,"Hanover, New Hampshire"
4164330,Mary Bunting,"Hanover, New Hampshire"
35327996,William Carris,"Hanover, New Hampshire"
25143354,Kent Carter,"Hanover, New Hampshire"
57140075,Stephen Chase (American football),"Hanover, New Hampshire"
17861685,Ken Chastain,"Hanover, New Hampshire"
1531539,Charlie Clouser,"Hanover, New Hampshire"
47071243,Dixi Crosby,"Hanover, New Hampshire"
891761,Jay DeFeo,"Hanover, New Hampshire"
6526753,Tom Dey,"Hanover, New Hampshire"
1705054,Daniel Doan,"Hanover, New Hampshire"
30611477,Jedediah Dupree,"Hanover, New Hampshire"
4877948,Henry Fowle Durant,"Hanover, New Hampshire"
17572908,Brad Feldman,"Hanover, New Hampshire"
52692832,Nate Fish,"Hanover, New Hampshire"
30280904,Barbara Newhall Follett,"Hanover, New Hampshire"
6361923,Judy Fortin,"Hanover, New Hampshire"
56292982,Richard Foster (abolitionist),"Hanover, New Hampshire"
6244346,Patricia Goedicke,"Hanover, New Hampshire"
16966891,Virginia Heffernan,"Hanover, New Hampshire"
25961753,John W. Hennessey Jr,"Hanover, New Hampshire"
24797541,Brett Heyl,"Hanover, New Hampshire"
421040,Cliff Johnson (game designer),"Hanover, New Hampshire"
4043673,Hannah Kearney,"Hanover, New Hampshire"
6513327,Kevin Lane Keller,"Hanover, New Hampshire"
1423769,Thomas C. Kinkaid,"Hanover, New Hampshire"
41900131,Julia Krass,"Hanover, New Hampshire"
22824186,Nancy Lagomarsino,"Hanover, New Hampshire"
26736141,Harlan D. Logan,"Hanover, New Hampshire"
16006063,Frederic M. Lord,"Hanover, New Hampshire"
54103941,Gordon MacDonald (American politician),"Hanover, New Hampshire"
28961443,Robert W. McCollum,"Hanover, New Hampshire"
52179395,Susan McLane,"Hanover, New Hampshire"
207840,Donella Meadows,"Hanover, New Hampshire"
40614736,Schuyler M. Meyer,"Hanover, New Hampshire"
56795028,Ralph Miller (alpine skier),"Hanover, New Hampshire"
31109082,Becky Morgan (politician),"Hanover, New Hampshire"
59109091,Garrett Muscatel,"Hanover, New Hampshire"
27879927,Solon D. Neal,"Hanover, New Hampshire"
15933561,Kevin Pearce (snowboarder),"Hanover, New Hampshire"
1345380,John Perkins (author),"Hanover, New Hampshire"
2449618,Jodi Picoult,"Hanover, New Hampshire"
37600183,David Pierce (politician),"Hanover, New Hampshire"
28729047,Cyndy Poor,"Hanover, New Hampshire"
12795428,James W. Ripley,"Hanover, New Hampshire"
3060060,Mary Roach,"Hanover, New Hampshire"
40767574,Jim Rubens,"Hanover, New Hampshire"
50689226,Ernest Sachs Jr.,"Hanover, New Hampshire"
50691025,Mary Sachs,"Hanover, New Hampshire"
6127729,Kate Sanborn,"Hanover, New Hampshire"
13848512,Gregory W. Slayton,"Hanover, New Hampshire"
52975329,Cyrus P. Smith,"Hanover, New Hampshire"
47806595,John Derby Smith,"Hanover, New Hampshire"
848302,Jon Spencer,"Hanover, New Hampshire"
5843125,Armstrong Sperry,"Hanover, New Hampshire"
56755624,Colin Stewart (alpine skier),"Hanover, New Hampshire"
39246245,Ben True,"Hanover, New Hampshire"
1197179,Mia Tyler,"Hanover, New Hampshire"
913437,Eleazar Wheelock,"Hanover, New Hampshire"
2445291,John Wheelock,"Hanover, New Hampshire"
5201559,Leonard Wilcox,"Hanover, New Hampshire"
23453084,Martha Young-Scholten,"Hanover, New Hampshire"
50059473,The Badgett Sisters,"Yanceyville, North Carolina"
47374743,Samuel Bason,"Yanceyville, North Carolina"
5548283,Donna Edwards,"Yanceyville, North Carolina"
25750375,Samuel Simeon Fels,"Yanceyville, North Carolina"
45498297,A. Oveta Fuller,"Yanceyville, North Carolina"
27352086,Henry Lee Graves,"Yanceyville, North Carolina"
6002914,John Kerr (Virginia Congressman),"Yanceyville, North Carolina"
4199822,John Kerr Jr. (congress),"Yanceyville, North Carolina"
509135,John H. Kerr,"Yanceyville, North Carolina"
13738906,Jacob E. Long,"Yanceyville, North Carolina"
24647032,John W. Stephens,"Yanceyville, North Carolina"
23921814,Neal Watlington,"Yanceyville, North Carolina"
1362739,Bartlett Yancey,"Yanceyville, North Carolina"
54385875,Paul Abels,"Rensselaerville, New York"
2057843,William P. Carey,"Rensselaerville, New York"
8081573,Eliza Farnham,"Rensselaerville, New York"
30975948,Mortimer M. Jackson,"Rensselaerville, New York"
11593878,Rufus H. King,"Rensselaerville, New York"
3084974,Addison Niles,"Rensselaerville, New York"
7994908,William Patterson (New York),"Rensselaerville, New York"
911267,Rufus Wheeler Peckham (1809–1873),"Rensselaerville, New York"
253662,Andy Rooney,"Rensselaerville, New York"
53788197,James C. Stitt,"Rensselaerville, New York"
11202077,Bob Backlund,"Glastonbury, Connecticut"
46367019,Thomas Kimberly Brace,"Glastonbury, Connecticut"
704972,Amy Brenneman,"Glastonbury, Connecticut"
267989,Candace Bushnell,"Glastonbury, Connecticut"
36346376,Donn Cabral,"Glastonbury, Connecticut"
10090585,Sidney Dean,"Glastonbury, Connecticut"
26030071,Doris Miles Disney,"Glastonbury, Connecticut"
9077384,Lorne Entress,"Glastonbury, Connecticut"
31386270,Dan Gaspar,"Glastonbury, Connecticut"
13605786,John Edwin Holmes,"Glastonbury, Connecticut"
2110782,William Hoyt (athlete),"Glastonbury, Connecticut"
938579,Laura Ingraham,"Glastonbury, Connecticut"
51439371,Tom Kanaly,"Glastonbury, Connecticut"
30031378,Eleazer Kimberly,"Glastonbury, Connecticut"
2458711,John Levitow,"Glastonbury, Connecticut"
23768634,Michelle Lombardo,"Glastonbury, Connecticut"
26254821,Nazarena of Jesus,"Glastonbury, Connecticut"
13739840,Roy Nutt,"Glastonbury, Connecticut"
2424140,Mike O'Meara,"Glastonbury, Connecticut"
47059360,George Plummer,"Glastonbury, Connecticut"
18929845,George C. Read,"Glastonbury, Connecticut"
31535414,Alfred E. Reinhardt,"Glastonbury, Connecticut"
51242733,Peter Skewes,"Glastonbury, Connecticut"
18030827,Abby Hadassah Smith,"Glastonbury, Connecticut"
47536144,James Allwood Smith,"Glastonbury, Connecticut"
29438248,Julia Evelina Smith,"Glastonbury, Connecticut"
50850893,Smiths of Glastonbury,"Glastonbury, Connecticut"
52971666,Prasad Srinivasan,"Glastonbury, Connecticut"
38275376,Paul Taff,"Glastonbury, Connecticut"
3303804,Andrew Talcott,"Glastonbury, Connecticut"
21620,Noah Webster,"Glastonbury, Connecticut"
288164,Gideon Welles,"Glastonbury, Connecticut"
54860784,Henry C. Welles,"Glastonbury, Connecticut"
12045031,Thomas Welles,"Glastonbury, Connecticut"
54281662,William Woodbridge (educator),"Glastonbury, Connecticut"
5831962,Denny Zimmerman,"Glastonbury, Connecticut"
13356255,Al Evans,"Kenly, North Carolina"
13529653,The O'Kaysions,"Kenly, North Carolina"
956692,Tom Barrasso,"Stow, Massachusetts"
53711065,Chris Fleming (comedian),"Stow, Massachusetts"
194517,William Goffe,"Stow, Massachusetts"
20127720,Kate Hogan,"Stow, Massachusetts"
5264306,Fred Mitchell (baseball),"Stow, Massachusetts"
25872350,John Witt Randall,"Stow, Massachusetts"
26646145,Holly-Anne Ruggiero,"Stow, Massachusetts"
1429733,Thomas P. Salmon,"Stow, Massachusetts"
31372031,Patricia Walrath,"Stow, Massachusetts"
3369907,Austin Warren,"Stow, Massachusetts"
43015126,Clive Weeden,"Stow, Massachusetts"
36241484,George W. F. Cook,"Shrewsbury, Vermont"
7741241,Darwin Abel Finney,"Shrewsbury, Vermont"
55623483,Lizzie E. Lincoln Stickney,"Shrewsbury, Vermont"
27581476,P. Elmo Futrell Jr.,"Pollock, Louisiana"
39835237,Ben F. Holt,"Pollock, Louisiana"
46781493,Swords Lee,"Pollock, Louisiana"
3020035,Russ Springer,"Pollock, Louisiana"
42503646,Ed Tarpley,"Pollock, Louisiana"
4951946,Joshua Bates (educator),"Cohasset, Massachusetts"
21194008,Kate Bosworth,"Cohasset, Massachusetts"
6926749,Stephen Bowen (astronaut),"Cohasset, Massachusetts"
5440042,Dominic Campedelli,"Cohasset, Massachusetts"
3434668,Nancy Carell,"Cohasset, Massachusetts"
56669530,Lewis Crampton,"Cohasset, Massachusetts"
22857637,Dudley Dean,"Cohasset, Massachusetts"
31682910,Anthony DiPaolo,"Cohasset, Massachusetts"
59085415,Donald E. Hattin,"Cohasset, Massachusetts"
55051632,Nina Larrey Duryea,"Cohasset, Massachusetts"
42978713,Levi B. Gaylord,"Cohasset, Massachusetts"
39258577,Gabriel E. Gomez,"Cohasset, Massachusetts"
47373324,John Grayken,"Cohasset, Massachusetts"
14013208,William McKeen,"Cohasset, Massachusetts"
3972580,Christy Mihos,"Cohasset, Massachusetts"
54684208,Jack Murphy (lacrosse),"Cohasset, Massachusetts"
34488242,Coleman Nee,"Cohasset, Massachusetts"
4020598,Mike O'Connell,"Cohasset, Massachusetts"
19489961,Tim O'Connell,"Cohasset, Massachusetts"
25332269,Thomas Philander Ryder,"Cohasset, Massachusetts"
329136,Walt Sweeney,"Cohasset, Massachusetts"
14675969,Zealous Bates Tower,"Cohasset, Massachusetts"
31221603,Walter E. Carter Jr.,"Burrillville, Rhode Island"
13318369,Norm Feuti,"Burrillville, Rhode Island"
18397134,Benedict Lapham,"Burrillville, Rhode Island"
11579143,Oscar Lapham,"Burrillville, Rhode Island"
43280866,George Menard,"Burrillville, Rhode Island"
30029844,Edwin R. Pacheco,"Burrillville, Rhode Island"
41040888,Bathsheba Sherman,"Burrillville, Rhode Island"
11591265,Gamaliel H. Barstow,"Nichols, New York"
3273530,Harriet Theresa Comstock,"Nichols, New York"
25919881,Ferris Foreman,"Nichols, New York"
18193571,L. W. Housel,"Nichols, New York"
51191599,George F. Hunt,"Nichols, New York"
30205490,Frank Rosebrook Millspaugh,"Nichols, New York"
34851035,Nehemiah Platt,"Nichols, New York"
4432829,William Prince (actor),"Nichols, New York"
24016872,Nestell Kipp Anderson,"Sherman, Connecticut"
45423727,John Ehrenreich,"Sherman, Connecticut"
31119947,Raymond Ericson,"Sherman, Connecticut"
44350289,Eleanor Fitzgerald,"Sherman, Connecticut"
6857884,Ammi Giddings,"Sherman, Connecticut"
3460279,Franklin Henry Giddings,"Sherman, Connecticut"
32704622,Elizabeth Parkinson,"Sherman, Connecticut"
48048330,Noble Bennet Pickett,"Sherman, Connecticut"
43948051,John Tee-Van,"Sherman, Connecticut"
1812002,John Anderson (sportscaster),"Southington, Connecticut"
791358,Jim Aparo,"Southington, Connecticut"
47044262,Julius Steele Barnes,"Southington, Connecticut"
26915747,James R. Benn,"Southington, Connecticut"
47059265,Henry Roswell Bradley,"Southington, Connecticut"
47256770,Noah Henry Byington,"Southington, Connecticut"
32642686,Tom Cichowski,"Southington, Connecticut"
57364907,Vince Clements,"Southington, Connecticut"
1019323,Jonathan Coachman,"Southington, Connecticut"
53010706,Ann Dandrow,"Southington, Connecticut"
6115173,Chris Denorfia,"Southington, Connecticut"
2063841,Rob Dibble,"Southington, Connecticut"
23519931,G. Roger Edwards,"Southington, Connecticut"
9563309,Ryan Glasper,"Southington, Connecticut"
43060210,Nick Greenwood,"Southington, Connecticut"
14463956,Marcus H. Holcomb,"Southington, Connecticut"
3870979,Albert W. Hull,"Southington, Connecticut"
34989325,Michael J. Ingelido,"Southington, Connecticut"
733874,Lisa Robin Kelly,"Southington, Connecticut"
51923657,Ellen Olney Kirk,"Southington, Connecticut"
18976534,Russ Laribee,"Southington, Connecticut"
50596736,Leon Lewis,"Southington, Connecticut"
30296154,Aaron Lipstadt,"Southington, Connecticut"
3202159,Rod MacDonald,"Southington, Connecticut"
44976153,Joe Markley,"Southington, Connecticut"
953881,Tom Mees,"Southington, Connecticut"
9384704,Mansfield Merriman,"Southington, Connecticut"
4995141,Chris Murphy,"Southington, Connecticut"
2266829,Alwin Nikolais,"Southington, Connecticut"
29538251,Jesse Olney,"Southington, Connecticut"
1101397,Carl Pavano,"Southington, Connecticut"
9027080,Chris Petersen (baseball),"Southington, Connecticut"
57032927,Delando Pratt,"Southington, Connecticut"
31387830,Kevin Radziwon,"Southington, Connecticut"
3711215,Edward Robinson (scholar),"Southington, Connecticut"
48511804,Sal Romano,"Southington, Connecticut"
43181422,Joel Root,"Southington, Connecticut"
20475100,Jimmie Savage (baseball),"Southington, Connecticut"
47963407,Orson William Stow,"Southington, Connecticut"
12498191,Joseph Twichell,"Southington, Connecticut"
46722370,Andrew Upson,"Southington, Connecticut"
8418351,Charles Upson,"Southington, Connecticut"
36582625,Logan West,"Southington, Connecticut"
25671264,Charles Whittlesey (geologist),"Southington, Connecticut"
43576442,Dale Zarrella,"Southington, Connecticut"
9550817,Charles Zwick,"Southington, Connecticut"
50023973,Otto Bosshard,"Bangor, Wisconsin"
41854586,E. J. Kneen,"Bangor, Wisconsin"
29594679,Eugene A. Toepel,"Bangor, Wisconsin"
17468578,Lester Trimble,"Bangor, Wisconsin"
2760625,Guy Anderson,"La Conner, Washington"
5015301,Edward Chamberlin,"La Conner, Washington"
53061734,Brian Cladoosby,"La Conner, Washington"
2119668,Morris Graves,"La Conner, Washington"
8619803,Art Hupy,"La Conner, Washington"
51079191,Annie May Hurd Karrer,"La Conner, Washington"
356410,Tom Robbins,"La Conner, Washington"
16933304,Joe Shell,"La Conner, Washington"
37563253,Hulet M. Wells,"La Conner, Washington"
48511822,Matika Wilbur,"La Conner, Washington"
46674377,Sean Brackett,"North Providence, Rhode Island"
42110655,Arthur Corvese,"North Providence, Rhode Island"
985597,Ernie DiGregorio,"North Providence, Rhode Island"
2001330,Jim Gilchrist,"North Providence, Rhode Island"
21067351,Ralph Mollis,"North Providence, Rhode Island"
42038251,William O'Brien (Rhode Island politician),"North Providence, Rhode Island"
28982639,Cody Wild,"North Providence, Rhode Island"
14593905,Rod Broadway,"Oakboro, North Carolina"
57257820,B. J. Hill (American football),"Oakboro, North Carolina"
11044448,Bruton Smith,"Oakboro, North Carolina"
23265421,Quan Sturdivant,"Oakboro, North Carolina"
2878748,Franklin W. Olin,"Woodford, Vermont"
44712787,Stanley S. Bergen Jr.,"Stonington, Maine"
27006652,Joe Coomer (author),"Stonington, Maine"
39506115,Fred I. Lamson,"Stonington, Maine"
29097923,Stephen Pace (artist),"Stonington, Maine"
57088157,Robert Crowley (bobsleigh),"Jay, New York"
11591842,Isaac Finch,"Jay, New York"
27398596,Arto Monaco,"Jay, New York"
38419488,Spencer G. Prime,"Jay, New York"
34115086,Reuben Sanford,"Jay, New York"
37382939,Franklin W. Tobey,"Jay, New York"
515609,Orson Squire Fowler,"Cohocton, New York"
40417233,Frank Maichle,"Cohocton, New York"
2182087,Baird T. Spalding,"Cohocton, New York"
53984260,Charlotte Fowler Wells,"Cohocton, New York"
35897607,Frederick J. Brown,"Carefree, Arizona"
38068868,Howell Conant,"Carefree, Arizona"
1804237,Kenneth H. Dahlberg,"Carefree, Arizona"
4523022,Christian Duguay (actor),"Carefree, Arizona"
38277993,Bruce Fine,"Carefree, Arizona"
22233672,Michael Haugen Jr.,"Carefree, Arizona"
9905246,Joan Arend Kickbush,"Carefree, Arizona"
1702307,Dick Stockton,"Carefree, Arizona"
50250571,William Alonzo Barber,"Galway, New York"
6092492,Horace Carpentier,"Galway, New York"
12503584,Robert Clark (New York politician),"Galway, New York"
11592564,John Fay (politician),"Galway, New York"
34190402,Isaac Gere,"Galway, New York"
187477,Joseph Henry,"Galway, New York"
11590705,Charles Kellogg (congressman),"Galway, New York"
36714047,James C. Milliman,"Galway, New York"
9482053,Allen Potter,"Galway, New York"
11590768,Chauncey Vibbard,"Galway, New York"
28816068,Hilda Belcher,"Pittsford, Vermont"
33661926,Benjamin Gates (Vermont),"Pittsford, Vermont"
37822611,John I. Gilbert,"Pittsford, Vermont"
11594500,Caleb Hopkins (colonel),"Pittsford, Vermont"
40523490,Frederic Williams Hopkins,"Pittsford, Vermont"
1586945,Samuel Hopkins (inventor),"Pittsford, Vermont"
29929658,Jake Lacy,"Pittsford, Vermont"
39207580,John Lowth,"Pittsford, Vermont"
11580327,Willis W. Bradley,"Porter, New York"
29811574,Oliver Dyer,"Porter, New York"
34810459,William Hawley (general),"Porter, New York"
9298113,Chuck Hossfeld,"Porter, New York"
52049991,Nancy Hemenway Barton,"Boothbay Harbor, Maine"
3319518,Arthur Bradford,"Boothbay Harbor, Maine"
28298937,Lansing Campbell,"Boothbay Harbor, Maine"
40030217,Charles Chapman (guitarist),"Boothbay Harbor, Maine"
29922527,Ralph Fuller,"Boothbay Harbor, Maine"
27749341,Raymond A. Hare,"Boothbay Harbor, Maine"
18900835,Elle Logan,"Boothbay Harbor, Maine"
21535132,Terry Morrison (politician),"Boothbay Harbor, Maine"
2393784,Anning Smith Prall,"Boothbay Harbor, Maine"
